MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.whitesidemachine&repairco.com/product/6008,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,6008,6008 Whiteside Router Bit,,,,Whiteside Machine & Repair Co (WHIMA),Whiteside Machine & Repair Co (WHIMA),Whiteside Machine & Repair Co,,6008,,Industrial Equipment,"Whiteside Machine & Repair Co, 6008, Industrial Grade, Commercial Quality",WHITESIDE ROUTER BIT,Whiteside Machine & Repair Co 6008 Router Bit,"Whiteside Machine & Repair Co, Model 6008",6008,"Whiteside Machine & Repair Co, Model 6008",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHITESIDE_MACHINE_&_REPAIR_CO_6008.jpg,,,,,,,,,WHITESIDE_MACHINE_&_REPAIR_CO_6008_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.whitesidemachine&repairco.com/product/6009,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,6009,6009 Whiteside Router Bit,,,,Whiteside Machine & Repair Co (WHIMA),Whiteside Machine & Repair Co (WHIMA),Whiteside Machine & Repair Co,,6009,,Industrial Equipment,"Whiteside Machine & Repair Co, 6009, Industrial Grade, Commercial Quality",WHITESIDE ROUTER BIT,Whiteside Machine & Repair Co 6009 Router Bit,"Whiteside Machine & Repair Co, Model 6009",6009,"Whiteside Machine & Repair Co, Model 6009",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHITESIDE_MACHINE_&_REPAIR_CO_6009.jpg,,,,,,,,,WHITESIDE_MACHINE_&_REPAIR_CO_6009_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.whitesidemachine&repairco.com/product/3000A,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,3000A,3000A Whiteside Router Bit,,,,Whiteside Machine & Repair Co (WHIMA),Whiteside Machine & Repair Co (WHIMA),Whiteside Machine & Repair Co,,3000A,,Industrial Equipment,"Whiteside Machine & Repair Co, 3000A, Industrial Grade, Commercial Quality",WHITESIDE ROUTER BIT,Whiteside Machine & Repair Co 3000A Router Bit,"Whiteside Machine & Repair Co, Model 3000A",3000A,"Whiteside Machine & Repair Co, Model 3000A",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHITESIDE_MACHINE_&_REPAIR_CO_3000A.jpg,,,,,,,,,WHITESIDE_MACHINE_&_REPAIR_CO_3000A_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.mirka.com/product/MID6630201US,,,,,,,Industrial Supplies,Equipment & Hardware,Power Tool,,MID6630201US,MID6630201US Deos663XCV Sander,,,,Mirka Abrasives Inc (MIRUS),Mirka Abrasives Inc,Mirka®,,MID6630201US,,Power Tool,"Mirka, Power Tool, MID6630201US, Industrial Grade, Commercial Quality",POWER TOOL,Mirka® MID6630201US Power Tool,"Mirka®, Power Tool, Model MID6630201US","Power Tool, MID6630201US","Mirka®, Power Tool, Model MID6630201US",,,,,,,,,,,,,,,,,,,,,,,,,,Power Tool,Item Type,Power Tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIRKA_MID6630201US.jpg,,,,,,,,,MIRKA_MID6630201US_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.dewalt.com/product/DCF6202,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,DCF6202,DCF6202 Dewalt Collated Attach,,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT®,,DCF6202,,Industrial Equipment,"DEWALT, DCF6202, Industrial Grade, Commercial Quality, Professional Performance",DEWALT COLLATED ATTACHMENT,DEWALT® DCF6202 Collated Attachment,"DEWALT®, Model DCF6202",DCF6202,"DEWALT®, Model DCF6202",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEWALT_DCF6202.jpg,,,,,,,,,DEWALT_DCF6202_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.u.s.tape.com/product/25468,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,25468,25468 Mason Line Brd Green - 500',,,,U S Tape Company (6694),U S Tape Company Inc,U.S. Tape®,,25468,,Industrial Equipment,"U.S. Tape, 25468, Industrial Grade, Commercial Quality, Professional Performance",MASON LINE BRD,U.S. Tape® 25468 Mason Line Brd Green,"U.S. Tape®, Model 25468",25468,"U.S. Tape®, Model 25468",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S._TAPE_25468.jpg,,,,,,,,,U.S._TAPE_25468_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.u.s.tape.com/product/25762,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,25762,25762 Mason Line Brd Pink - 1000',,,,U S Tape Company (6694),U S Tape Company Inc,U.S. Tape®,,25762,,Industrial Equipment,"U.S. Tape, 25762, Industrial Grade, Commercial Quality, Professional Performance",MASON LINE BRD,U.S. Tape® 25762 Mason Line Brd Pink,"U.S. Tape®, Model 25762",25762,"U.S. Tape®, Model 25762",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S._TAPE_25762.jpg,,,,,,,,,U.S._TAPE_25762_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.nicholson.com/product/21839NN,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,21839NN,"21839NN File Bstd Mill 10""",,,Nicholson,,Nicholson,Nicholson,,21839NN,,Industrial Equipment,"Nicholson, 21839NN, Industrial Grade, Commercial Quality, Heavy Duty",FILE BASTARD MILL,Nicholson 21839NN File Bastard Mill 10,"Nicholson, Model 21839NN",21839NN,"Nicholson, Model 21839NN",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICHOLSON_21839NN.jpg,,,,,,,,,NICHOLSON_21839NN_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.marshalltown.com/product/VN56920,,,,,,,Industrial Supplies,Equipment & Hardware,Circular Saw Blade,,VN56920,"VN56920 10 1/2"" Saw Blade",,,,Marshalltown Trowel (5155),Marshalltown Trowel Co,Marshalltown®,,VN56920,,Circular Saw Blade,"Marshalltown, Circular Saw Blade, VN56920, Industrial Grade, Commercial Quality",CIRCULAR SAW BLADE,Marshalltown® VN56920 Circular Saw Blade,"Marshalltown®, Circular Saw Blade, Model VN56920","Circular Saw Blade, VN56920","Marshalltown®, Circular Saw Blade, Model VN56920",,,,,,,,,,,,,,,,,,,,,,,,,,Circular Saw Blade,Item Type,Circular Saw Blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARSHALLTOWN_VN56920.jpg,,,,,,,,,MARSHALLTOWN_VN56920_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.wera.com/product/133164,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,133164,133164 950/9 Hex Plus Spks - Multicolor,,,,Wera Tools NA Inc (WERTO),Wera Tools NA Inc,Wera®,,133164,,Industrial Equipment,"Wera, 133164, Industrial Grade, Commercial Quality, Professional Performance",950/9 HEX PLUS,Wera® 133164 950/9 Hex Plus Spokes,"Wera®, Model 133164",133164,"Wera®, Model 133164",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WERA_133164.jpg,,,,,,,,,WERA_133164_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.dewalt.com/product/DWHT10993,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,DWHT10993,DWHT10993 Folding Knife,,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT®,,DWHT10993,,Industrial Equipment,"DEWALT, DWHT10993, Industrial Grade, Commercial Quality, Heavy Duty",FOLDING KNIFE,DEWALT® DWHT10993 Folding Knife,"DEWALT®, Model DWHT10993",DWHT10993,"DEWALT®, Model DWHT10993",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEWALT_DWHT10993.jpg,,,,,,,,,DEWALT_DWHT10993_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.dewalt.com/product/DWHT10994,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,DWHT10994,DWHT10994 Folding Knife,,,DEWALT,Black & Decker/dewlt (2585),Black & Decker/dewlt,DEWALT®,,DWHT10994,,Industrial Equipment,"DEWALT, DWHT10994, Industrial Grade, Commercial Quality, Heavy Duty",FOLDING KNIFE,DEWALT® DWHT10994 Folding Knife,"DEWALT®, Model DWHT10994",DWHT10994,"DEWALT®, Model DWHT10994",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEWALT_DWHT10994.jpg,,,,,,,,,DEWALT_DWHT10994_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.vessel.com/product/QB22RU,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,QB22RU,QB22RU Vessel Carrying Bit Holder (Red),,,,Vessel Tools USA Inc (VESTO),Vessel Tools USA Inc,Vessel®,,QB22RU,,Industrial Equipment,"Vessel, QB22RU, Industrial Grade, Commercial Quality, Professional Performance",VESSEL CARRYING BIT,Vessel® QB22RU Carrying Bit Holder (Red),"Vessel®, Model QB22RU",QB22RU,"Vessel®, Model QB22RU",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VESSEL_QB22RU.jpg,,,,,,,,,VESSEL_QB22RU_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.vessel.com/product/QB22KU,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,QB22KU,QB22KU Vessel Carrying Bit Holder (Black),,,,Vessel Tools USA Inc (VESTO),Vessel Tools USA Inc,Vessel®,,QB22KU,,Industrial Equipment,"Vessel, QB22KU, Black, Industrial Grade, Commercial Quality, Heavy Duty",VESSEL CARRYING BIT,Vessel® QB22KU Carrying Bit Holder (Black),"Vessel®, Model QB22KU, Black",QB22KU,"Vessel®, Model QB22KU, Black",,,,,,,,,,,,,,,,,,,,,,,,,,Product,Finish Color,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VESSEL_QB22KU.jpg,,,,,,,,,VESSEL_QB22KU_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.malco.com/product/AVM6EV,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,AVM6EV,AVM6 EV Mini Snip Red,,,,Malco Prod (2370),Malco Products SBC,Malco®,,AVM6EV,,Industrial Equipment,"Malco, AVM6EV, Industrial Grade, Commercial Quality, Professional Performance",AVM6 EV MINI,Malco® AVM6EV AVM6 EV Mini Snip,"Malco®, Model AVM6EV",AVM6EV,"Malco®, Model AVM6EV",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALCO_AVM6EV.jpg,,,,,,,,,MALCO_AVM6EV_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.malco.com/product/AVM6EV,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,AVM6EV,AVM7 EV Mini Snip Green,,,,Malco Prod (2370),Malco Products SBC,Malco®,,AVM6EV,,Industrial Equipment,"Malco, AVM6EV, Industrial Grade, Commercial Quality, Professional Performance",AVM7 EV MINI,Malco® AVM6EV AVM7 EV Mini Snip,"Malco®, Model AVM6EV",AVM6EV,"Malco®, Model AVM6EV",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MALCO_AVM6EV.jpg,,,,,,,,,MALCO_AVM6EV_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.diablo.com/product/DSA0250B,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,DSA0250B,"DSA0250B 1/4"" Square x1/4"" Hex - Socket Adapter",,,Diablo,Freud Inc (2435),Freud America Inc,Diablo®,,DSA0250B,,Industrial Equipment,"Diablo, DSA0250B, Industrial Grade, Commercial Quality, Professional Performance",1/4 IN SQUARE,Diablo® DSA0250B 1/4 in Square x1/4,"Diablo®, Model DSA0250B",DSA0250B,"Diablo®, Model DSA0250B",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIABLO_DSA0250B.jpg,,,,,,,,,DIABLO_DSA0250B_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.diablo.com/product/DSA0375B,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,DSA0375B,"DSA0375B 3/8"" Square x1/4"" Hex - Socket Adapter",,,Diablo,Freud Inc (2435),Freud America Inc,Diablo®,,DSA0375B,,Industrial Equipment,"Diablo, DSA0375B, Industrial Grade, Commercial Quality, Professional Performance",3/8 IN SQUARE,Diablo® DSA0375B 3/8 in Square x1/4,"Diablo®, Model DSA0375B",DSA0375B,"Diablo®, Model DSA0375B",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIABLO_DSA0375B.jpg,,,,,,,,,DIABLO_DSA0375B_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.diablo.com/product/DSA0500B,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,DSA0500B,"DSA0500B 1/2"" Square x1/4"" Hex - Socket Adapter",,,Diablo,Freud Inc (2435),Freud America Inc,Diablo®,,DSA0500B,,Industrial Equipment,"Diablo, DSA0500B, Industrial Grade, Commercial Quality, Professional Performance",1/2 IN SQUARE,Diablo® DSA0500B 1/2 in Square x1/4,"Diablo®, Model DSA0500B",DSA0500B,"Diablo®, Model DSA0500B",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIABLO_DSA0500B.jpg,,,,,,,,,DIABLO_DSA0500B_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
https://www.milwaukee.com/product/42-04-9107,,,,,,,Industrial Supplies,Equipment & Hardware,Tools & Parts,,42-04-9107,"42-04-9107 Milw 3/8"" Drive Universal Joint",,,,Milwaukee Accessory (4031),Milwaukee Electric Tool Corp,Milwaukee®,,42-04-9107,,Industrial Equipment,"Milwaukee, 42-04-9107, Industrial Grade, Commercial Quality, Heavy Duty",MILW 3/8 IN,Milwaukee® 42-04-9107 3/8 in Drive Universal,"Milwaukee®, Model 42-04-9107",42-04-9107,"Milwaukee®, Model 42-04-9107",,,,,,,,,,,,,,,,,,,,,,,,,,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MILWAUKEE_42-04-9107.jpg,,,,,,,,,MILWAUKEE_42-04-9107_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,Yes
